Values between 0 and 4096
Number of pairs: 170
114.99	452.49	
115.576	458.936	
116.455	465.527	
116.895	471.826	
117.92	478.125	
118.506	484.717	
119.531	491.016	
120.41	497.461	
121.289	504.053	
121.875	510.645	
123.486	516.797	
123.633	523.535	
129.053	526.172	
135.498	527.051	
141.943	527.344	
148.389	527.344	
154.834	527.637	
161.279	527.93	
167.871	527.783	
174.316	527.49	
180.762	527.783	
187.061	527.051	
193.506	527.051	
200.098	526.904	
206.543	527.197	
212.988	526.904	
219.287	526.318	
225.732	527.49	
232.178	527.49	
238.77	527.344	
245.215	527.344	
251.66	528.076	
258.252	527.783	
264.697	527.783	
271.143	527.783	
277.588	527.49	
284.033	527.49	
290.479	527.637	
296.924	527.93	
303.369	527.93	
309.961	528.223	
316.406	528.809	
322.852	529.248	
329.443	529.395	
335.889	529.541	
336.475	522.803	
335.449	516.504	
335.889	510.059	
335.01	503.76	
334.424	497.168	
334.277	490.869	
333.398	484.57	
333.398	478.125	
333.398	471.68	
332.52	465.381	
332.52	458.936	
331.787	452.49	
331.787	446.045	
331.055	439.6	
330.908	433.301	
330.176	426.855	
330.176	420.41	
329.443	414.111	
329.297	407.666	
329.004	401.367	
326.807	395.508	
320.215	394.775	
313.77	394.482	
307.178	394.629	
300.879	394.629	
294.434	394.775	
287.988	394.629	
281.543	394.922	
275.244	394.189	
268.652	394.336	
262.354	395.068	
255.908	394.336	
249.609	395.361	
243.018	395.215	
236.719	395.361	
230.273	395.361	
223.828	394.775	
217.529	395.654	
211.084	395.068	
204.785	395.068	
198.34	395.068	
191.895	395.068	
185.449	395.947	
179.004	395.947	
172.705	396.094	
166.406	396.24	
159.961	396.973	
153.662	396.68	
147.217	396.68	
140.918	396.826	
134.473	396.826	
128.027	396.533	
121.582	396.533	
115.137	396.826	
109.131	397.998	
109.131	404.59	
109.717	411.035	
110.596	417.334	
111.621	423.779	
112.354	430.371	
112.793	436.816	
112.939	443.262	
113.965	449.561	
114.844	455.859	
115.869	462.158	
116.309	468.457	
116.895	475.049	
118.359	481.348	
118.799	487.939	
119.824	494.385	
120.703	500.83	
122.021	507.275	
122.461	513.867	
123.486	520.312	
125.83	525.879	
132.422	526.904	
138.867	527.344	
145.312	527.344	
151.758	527.344	
158.203	527.197	
164.648	527.637	
171.094	527.637	
177.539	527.344	
184.131	527.637	
190.43	526.904	
197.021	526.758	
203.467	527.051	
209.766	527.344	
216.211	527.051	
222.656	527.344	
229.102	526.904	
235.547	527.051	
241.992	527.93	
248.438	527.783	
254.883	527.93	
261.328	527.344	
267.773	527.783	
274.219	527.637	
280.664	527.637	
287.256	527.93	
293.701	527.93	
300.293	527.93	
306.738	528.076	
313.184	528.223	
319.629	528.955	
326.221	529.102	
332.666	529.541	
336.914	525.879	
336.035	519.58	
336.035	513.135	
335.156	506.836	
334.424	500.391	
334.424	493.945	
333.545	487.646	
333.398	481.201	
333.252	474.756	
333.105	468.457	
332.08	462.158	
332.08	455.713	
331.934	449.414	
331.201	442.969	
331.055	436.67	
330.322	430.225	
329.297	423.926	
329.59	417.627	
