Values between 0 and 4096
Number of pairs: 84
271.143	364.453	
266.602	362.695	
262.061	360.059	
257.52	358.008	
261.328	353.467	
266.016	351.27	
269.824	347.754	
274.219	344.971	
278.32	342.041	
282.568	338.818	
286.67	335.742	
291.504	333.691	
295.898	330.762	
299.561	327.246	
304.395	325.049	
308.496	321.973	
312.891	319.043	
317.139	316.26	
321.533	313.623	
325.781	310.986	
329.883	307.617	
334.277	304.395	
338.379	301.025	
343.066	298.682	
347.021	299.561	
348.34	304.541	
349.805	309.375	
351.416	314.355	
352.441	319.482	
353.76	324.463	
354.492	329.59	
356.689	334.277	
357.568	339.404	
358.594	344.678	
360.059	349.512	
361.67	354.492	
363.135	359.473	
364.453	364.453	
365.918	369.434	
367.529	374.414	
368.994	379.395	
370.312	384.229	
370.898	389.502	
372.363	394.482	
373.682	399.316	
375.146	404.297	
376.465	409.131	
373.389	411.475	
368.848	409.424	
364.014	407.666	
359.473	405.176	
354.785	403.271	
350.244	400.781	
345.85	398.145	
341.309	396.094	
336.475	394.336	
331.934	391.846	
327.246	389.941	
322.559	388.184	
317.871	385.84	
313.184	383.35	
308.35	381.592	
303.809	379.102	
299.121	377.197	
294.727	374.707	
290.039	372.803	
285.352	370.898	
280.811	368.408	
276.123	366.65	
271.436	364.746	
266.895	362.549	
262.354	360.059	
258.252	356.982	
261.768	352.441	
266.602	350.244	
270.85	347.314	
275.244	344.531	
279.492	341.748	
283.594	338.672	
287.842	335.596	
292.09	332.812	
296.191	329.883	
300.879	327.246	
305.127	324.023	
