Values between 0 and 4096
Number of pairs: 215
74.1211	209.033	
76.0254	214.014	
79.248	217.969	
81.2988	223.389	
84.8145	227.93	
87.4512	232.178	
88.4766	238.477	
93.1641	240.82	
95.6543	246.68	
98.7305	250.781	
103.418	248.145	
107.959	245.068	
111.768	241.846	
116.016	238.77	
119.531	235.107	
123.633	232.031	
127.002	228.369	
130.957	225.146	
135.205	222.07	
139.014	218.408	
142.969	215.039	
147.07	211.963	
150.586	208.154	
154.98	205.371	
158.643	201.709	
162.744	198.633	
166.699	195.264	
170.654	191.895	
174.756	188.818	
177.832	184.863	
181.934	181.934	
185.889	178.418	
189.404	174.756	
193.506	171.68	
197.168	167.725	
199.219	164.502	
193.945	163.184	
188.965	162.012	
183.691	161.426	
178.711	159.668	
173.584	158.789	
168.604	157.91	
163.477	156.592	
158.643	154.98	
153.516	154.102	
148.535	153.076	
143.408	151.758	
138.281	150.439	
133.154	149.414	
128.027	148.535	
122.9	147.07	
117.773	145.752	
112.646	144.727	
107.373	143.701	
102.393	142.383	
97.1191	141.357	
92.1387	140.039	
87.1582	139.16	
82.0312	137.842	
77.0508	136.963	
71.9238	135.645	
66.9434	134.18	
61.8164	133.301	
56.8359	132.129	
51.709	130.957	
46.4355	130.518	
41.3086	129.639	
36.3281	128.32	
31.0547	127.734	
26.8066	126.855	
30.7617	127.295	
36.0352	128.174	
41.0156	129.932	
45.9961	130.371	
50.9766	131.689	
55.957	133.008	
61.084	133.887	
66.0645	135.645	
71.1914	136.816	
76.1719	138.135	
81.1523	139.16	
86.2793	140.039	
91.4062	140.625	
96.3867	141.943	
101.514	142.09	
106.641	142.969	
111.768	143.848	
116.748	144.434	
121.875	145.459	
126.855	146.484	
131.836	146.924	
136.963	147.949	
142.09	148.828	
147.363	149.707	
152.344	150.586	
157.471	150.732	
162.451	152.49	
167.578	153.076	
172.705	154.102	
177.832	154.98	
182.959	155.566	
187.939	156.592	
193.066	157.617	
198.047	158.643	
199.365	161.572	
195.557	165.234	
191.309	168.164	
187.939	172.119	
183.545	174.902	
179.883	178.711	
176.514	182.52	
172.119	185.596	
168.604	189.258	
164.355	192.334	
160.693	196.143	
157.324	199.951	
153.223	203.32	
149.121	206.543	
145.752	210.498	
142.236	214.16	
138.135	217.383	
134.473	221.045	
131.104	224.854	
127.002	227.783	
123.047	231.445	
119.238	234.814	
116.162	239.209	
111.475	241.992	
108.105	245.947	
103.857	248.877	
99.3164	248.877	
97.1191	243.75	
93.6035	240.088	
90.8203	235.84	
88.4766	230.713	
85.6934	226.465	
83.6426	221.338	
80.2734	217.822	
77.9297	213.135	
75.4395	208.301	
72.5098	203.906	
69.873	199.219	
67.2363	194.678	
65.0391	189.697	
62.2559	185.449	
59.4727	180.762	
56.9824	176.367	
54.4922	171.68	
51.8555	167.139	
49.5117	162.451	
46.7285	158.35	
44.3848	153.516	
41.0156	149.561	
38.6719	144.58	
36.4746	139.746	
33.252	135.938	
30.4688	131.543	
27.832	127.148	
32.373	125.098	
37.3535	126.123	
42.4805	126.562	
47.6074	128.027	
52.4414	128.467	
57.5684	129.492	
62.5488	130.518	
67.6758	131.543	
72.6562	132.568	
77.7832	133.447	
82.7637	134.473	
87.8906	135.059	
92.8711	136.377	
97.998	137.402	
103.125	138.281	
108.105	138.574	
113.232	139.893	
118.359	140.039	
123.34	142.09	
128.467	143.115	
133.594	143.408	
138.574	145.166	
143.701	145.605	
148.682	146.777	
153.809	147.803	
158.936	148.682	
163.916	149.268	
168.896	150.879	
173.877	152.49	
179.004	154.248	
183.984	154.98	
189.111	156.006	
194.238	157.324	
199.219	158.643	
204.346	159.229	
204.492	163.037	
200.83	166.699	
196.729	169.922	
192.92	173.291	
189.551	177.246	
185.303	180.322	
181.934	184.277	
177.979	187.793	
173.584	190.869	
170.215	194.678	
166.113	198.047	
162.158	201.27	
158.789	205.078	
155.42	208.887	
151.025	211.816	
148.096	215.771	
143.701	218.555	
140.186	222.217	
136.084	225.439	
131.982	228.809	
128.32	232.471	
124.219	235.693	
